TT id,LinkColorHex,ColorTeam (from LinkColorHex),IMG WP,IMG IPFS (from LinkColorHex),ColorSkin (from LinkColorHex),ShapesLink,ShapeRarity,ColorRarity,RarityTotal,RaritiesConcatenated,RaritiesArray,Concatenate Attibutes,Concatenate Attributes and Array
58,#c12eb7,BrasBerries,t_141.svg (https://v5.airtableusercontent.com/v1/15/15/1680681600000/eZDJje52wKiTpAVh7YQReg/ubaq6LPVfzZ-Cf60jTHDopzg8bWaW67Ulcpc3CnWUdjwjfio-U-LBY3uUXWbiHjN1_6HOsk3x745oGtxNEhnrtQocUwdqlOl4kU8dvzdDko/hO8VeONk8bVlGfTf7rfgwIxBfeqc01yXj5VLHG7sKf0),Qmbb7achkkwTDUy175g3bHYjYKBDmLuibzqPUZQwFQjzS2 (https://dl.airtable.com/.attachments/6dc098db6ccd547eec5c5973936022da/a7b54a00/Qmbb7achkkwTDUy175g3bHYjYKBDmLuibzqPUZQwFQjzS2),#871362,Artemis,12.50,1.39,0.11,RC-1.39_RS-12.5_RT-0.11,"RC:1.39,RS:12.5,RT:0.11","tts_BrasBerries-Artemis-58_{RC:1.39,RS:12.5,RT:0.11}",tts_BrasBerries-Artemis-58_
57,#9b7bc1,PassionFronts,t_121.svg (https://v5.airtableusercontent.com/v1/15/15/1680681600000/7uF_jpom3K42JB80d-mfnw/SsVnso9Ke2o4casWCeuUwdp4CCK9q2fBIlXSpTFPsM1IQdPR2fcdT_G7rPvWUnLBakJCXx1OCkt0Y0g30kmQJMiFLdCCP2UxzgIIjmT2HkA/pRD8bcLNr5lOIlaPmy1Q_wg3-0JmMj661_MBz_6jtcU),57.png (https://dl.airtable.com/.attachments/2a8961c29a1f10da80b31c8717c7c446/7589ccb0/57.png),#632F87,Artemis,12.50,0.69,0.06,RC-0.69_RS-12.5_RT-0.06,"RC:0.69,RS:12.5,RT:0.06","tts_PassionFronts-Artemis-57_{RC:0.69,RS:12.5,RT:0.06}",tts_PassionFronts-Artemis-57_
56,#e2dd40,LimeJellies,t_55.svg (https://v5.airtableusercontent.com/v1/15/15/1680681600000/trs-gDH_kAyvUYoiEWZ5ng/WZLLrqWkfI2EiXfYtZO6zgdn3ksZIP1IHv4QUQCc039906GPbL2jWXMlB1JXkwZtbvvgmNNHTJNL-prLTOOECw/IZhtN3EEI5STnpDxAbAzlVAdgKdQ_Z4Gw4qCIfMpHj4),QmZg9FrZpQzxb5tkmqPnGs9HGmZ45otZ8xZBihpUo6tJM4 (https://dl.airtable.com/.attachments/8cdb277f03cb0866c1899b4dc27d0475/0af368ef/QmZg9FrZpQzxb5tkmqPnGs9HGmZ45otZ8xZBihpUo6tJM4),#377813,Perkies,10.42,1.39,0.13,RC-1.39_RS-10.42_RT-0.13,"RC:1.39,RS:10.42,RT:0.13","tts_LimeJellies-Perkies-56_{RC:1.39,RS:10.42,RT:0.13}",tts_LimeJellies-Perkies-56_
55,#70e2b4,RackBerries,t_103.svg (https://v5.airtableusercontent.com/v1/15/15/1680681600000/dq7cXJ7BTuw7qbciBGQfUQ/AJgiQ2GRQB40hQTeYTOnH6gFyQZdTouB3bSoCcEyAWsxmuhL6BNCUpjYtQA65VpcNZVi4ml1ZyOJK_qWLNt9Q1B6XTaeqJZtVPUVOEdKNjE/FWDYLpLeVpDfbi19M2v9owLUfWw77RPaT7iPyaPJv28),QmVvHy6eSJNGLfDJgBwkGieS51NRR4oz7GgC96M8kN8a4a (https://dl.airtable.com/.attachments/54cdf7b98714a94eb881aee41a818fab/af2fa9d0/QmVvHy6eSJNGLfDJgBwkGieS51NRR4oz7GgC96M8kN8a4a),#385978,Buffies,6.25,2.78,0.44,RC-2.78_RS-6.25_RT-0.44,"RC:2.78,RS:6.25,RT:0.44","tts_RackBerries-Buffies-55_{RC:2.78,RS:6.25,RT:0.44}",tts_RackBerries-Buffies-55_
54,#ff9a9f,CherryBosoms,t_139.svg (https://v5.airtableusercontent.com/v1/15/15/1680681600000/z2aRODf1lBCZofdE3pBQFg/gSFX9AoyjKKe5UlDAAlaSQXZu_UepPZ7bF5Y0J1baiHfMoxLjDYDF5qkXecsF7KMHKDEvqUDmPg3H3zsM4WQDDllWD9rEQjJEYhQhlyJhFE/Cp12MB9T2nCPoWZ3GVmdKimoE20e3y6PbrzoIMgADfY),Qmb39mH5yMiQ7FzjYsLroiTpzNybhqERSUXk9kCwDsi63c (https://dl.airtable.com/.attachments/2778796d9f23ca2d6b20c2563674842b/acbdfb0b/Qmb39mH5yMiQ7FzjYsLroiTpzNybhqERSUXk9kCwDsi63c),#891946,Perkies,10.42,6.25,0.60,RC-6.25_RS-10.42_RT-0.6,"RC:6.25,RS:10.42,RT:0.6","tts_CherryBosoms-Perkies-54_{RC:6.25,RS:10.42,RT:0.6}",tts_CherryBosoms-Perkies-54_
53,#56c195,GreenFairies,t_99.svg (https://v5.airtableusercontent.com/v1/15/15/1680681600000/QdzNFuczLLkJ0Kbu2vlh6A/79IzPgrQe2BOifQ25zdqwqY1nWvpKFX2tDFdbRODHWSvd-L75hbBDl1SwzyJUdhTONHqi6zPzOKQINCNls51ww/jsITFbwV5XbR7urZyNhA-EQXWzmM_o1vs4cyxhn49NY),QmeY3FGxjbWdbFRRtKSRwfhNmBCfpDwb32sZKwWqaZf3sx (https://dl.airtable.com/.attachments/2da6e32400c1ceb09482f804b01acdfc/2eefa189/QmeY3FGxjbWdbFRRtKSRwfhNmBCfpDwb32sZKwWqaZf3sx),#1E8774,Artemis,12.50,0.69,0.06,RC-0.69_RS-12.5_RT-0.06,"RC:0.69,RS:12.5,RT:0.06","tts_GreenFairies-Artemis-53_{RC:0.69,RS:12.5,RT:0.06}",tts_GreenFairies-Artemis-53_
52,#FCDACA,ButterUdders,t_44.svg (https://v5.airtableusercontent.com/v1/15/15/1680681600000/rtenkEoxr2_JcMath3XY2w/FX17C1VxZaE-OZptw6SImXaM8OjlV8o06zcoZtV7hmBefQipOw8WYWVZbAZotbV9_xRhX-QkN8BJZQcIDiklag/qWpcdqh6zk_pUvduEFsY6g3nlxp-71edL3drOEXtJ8w),QmUaFe14JgAbwqCzkvXnF7Hh45U441GiPTgBd3xgHbjLBC (https://dl.airtable.com/.attachments/0704685275ab400a55df7d4d0fdac4d2/34932cb0/QmUaFe14JgAbwqCzkvXnF7Hh45U441GiPTgBd3xgHbjLBC),#F9BE9D,Buffies,6.25,8.33,1.33,RC-8.33_RS-6.25_RT-1.33,"RC:8.33,RS:6.25,RT:1.33","tts_ButterUdders-Buffies-52_{RC:8.33,RS:6.25,RT:1.33}",tts_ButterUdders-Buffies-52_
51,#e6bbb4,ChocoLattes,t_84.svg (https://v5.airtableusercontent.com/v1/15/15/1680681600000/sZGOMoBJIGUB7P5-_K-98w/8pMfjSg99gdFpXQyMvNs0QmFkNdToFH97oR97ZPltSallCUHjLSguAghWtKJVvha1SfZpq7Hlw0-CUGI73xv7g/iUD__uEzXQHndKn5dgenNV6fODWpwPvsR0K2Wz1xjZY),QmVkHK9tHG8u3TYH5u163jVmA7WEbp11cLmkKTzpujzwTR (https://dl.airtable.com/.attachments/dfa4793867cb4ea644ca76eb9165d9d1/c01cb0c8/QmVkHK9tHG8u3TYH5u163jVmA7WEbp11cLmkKTzpujzwTR),#874D3C,Perkies,10.42,6.94,0.67,RC-6.94_RS-10.42_RT-0.67,"RC:6.94,RS:10.42,RT:0.67","tts_ChocoLattes-Perkies-51_{RC:6.94,RS:10.42,RT:0.67}",tts_ChocoLattes-Perkies-51_
50,#8ac17b,GreenTeatea,t_83.svg (https://v5.airtableusercontent.com/v1/15/15/1680681600000/mbHD-UrGjew_bY313vVibw/f5qfhHBYv2ILwWsP4n02UcKXXKePcWIio7JHz-ZRHlf6wUkDRDSdFlJCVWHuMUrkzohDnhQ4EtCOUtIsSZJaFA/hCugvnwm9mVnd-uvh7iZqp4S885ybkn07_rj4cVHPck),QmZyiLXxYbNWAABiZvbe4sS4rupYjMdMQ52QbMuZyYJxEA (https://dl.airtable.com/.attachments/483ef20e4152989ac95a73ec4afde097/fde7b2df/QmZyiLXxYbNWAABiZvbe4sS4rupYjMdMQ52QbMuZyYJxEA),#31872F,Artemis,12.50,1.39,0.11,RC-1.39_RS-12.5_RT-0.11,"RC:1.39,RS:12.5,RT:0.11","tts_GreenTeatea-Artemis-50_{RC:1.39,RS:12.5,RT:0.11}",tts_GreenTeatea-Artemis-50_
49,#f9b4e4,WaterMelons,t_122.svg (https://v5.airtableusercontent.com/v1/15/15/1680681600000/kky15f1LQYb2cty3rOAMIA/d5XKnxMIjS4-k3KP93dyHIXrsw84ztSU6K44efDVycKCD0aaWMMCyEH9isNvlFzZe4TMnVZJ7Zbdgf7fqU4AhPI1DimQOwuu6S_G5ciYqWw/7VB-IYvx1TISZo5drtT14x9leLAtd_sjxrQ6b8iKonA),QmS3rDGmq2oqNpLqP9jgNX1kknK9Ao38X3FL7mpzjRnQsQ (https://dl.airtable.com/.attachments/89beccaec9c3a9150c7f1a01f8e45806/1e3015ec/QmS3rDGmq2oqNpLqP9jgNX1kknK9Ao38X3FL7mpzjRnQsQ),#EF6EAA,Artemis,12.50,7.64,0.61,RC-7.64_RS-12.5_RT-0.61,"RC:7.64,RS:12.5,RT:0.61","tts_WaterMelons-Artemis-49_{RC:7.64,RS:12.5,RT:0.61}",tts_WaterMelons-Artemis-49_
48,#FCDACA,ButterUdders,t_45.svg (https://v5.airtableusercontent.com/v1/15/15/1680681600000/12ZFfMNhaN2JH69aJFNGqQ/g7dcoTii5S-fiHSjG-xOvV0XRssvLnOLY5PgBcfeSOKpQwDTRLQQTVb8O1xKQ5yE4Lu5RtSSmOBJ5xkuqpdXSg/r-yNfxqNUIPDdu8WCvmYMpJD0fq8XHFX2zxlHjW2X4c),QmUaFe14JgAbwqCzkvXnF7Hh45U441GiPTgBd3xgHbjLBC (https://dl.airtable.com/.attachments/0704685275ab400a55df7d4d0fdac4d2/34932cb0/QmUaFe14JgAbwqCzkvXnF7Hh45U441GiPTgBd3xgHbjLBC),#F9BE9D,Artemis,12.50,8.33,0.67,RC-8.33_RS-12.5_RT-0.67,"RC:8.33,RS:12.5,RT:0.67","tts_ButterUdders-Artemis-48_{RC:8.33,RS:12.5,RT:0.67}",tts_ButterUdders-Artemis-48_
47,#e6bbb4,ChocoLattes,t_79.svg (https://v5.airtableusercontent.com/v1/15/15/1680681600000/TdcVFpEFitmQlnaQuS0pDA/TEG9MRho6d8dS6bAbcOPrYydQeDKwzpbPw8lhBF1WI-Gb5kj2lkrTO-XmZIUKrQtultBWTqqmlJaDusFvlCwFg/ma1xWwcP3SZasIOOvZxDMVk0ESB5WxwfICxfCjFxQQ8),QmVkHK9tHG8u3TYH5u163jVmA7WEbp11cLmkKTzpujzwTR (https://dl.airtable.com/.attachments/dfa4793867cb4ea644ca76eb9165d9d1/c01cb0c8/QmVkHK9tHG8u3TYH5u163jVmA7WEbp11cLmkKTzpujzwTR),#874D3C,Artemis,12.50,6.94,0.56,RC-6.94_RS-12.5_RT-0.56,"RC:6.94,RS:12.5,RT:0.56","tts_ChocoLattes-Artemis-47_{RC:6.94,RS:12.5,RT:0.56}",tts_ChocoLattes-Artemis-47_
46,#8ac17b,GreenTeatea,t_104.svg (https://v5.airtableusercontent.com/v1/15/15/1680681600000/kacRidGovVBpaMWgD6olbw/XpX_Yg2EBqG1Am41oZbdnWm1vo4Mydv0LlO7dtc2reppDOOTDIxenw1_v8bE5lQ3rCfQNlG3GS9GUCKq8Yi5I04UsjWXQe6o8h-1GwV3Tsg/muFWgqngS_O9ydIDXVxNF6fZjmZjKFuRJNkQJI5bUjQ),QmZyiLXxYbNWAABiZvbe4sS4rupYjMdMQ52QbMuZyYJxEA (https://dl.airtable.com/.attachments/483ef20e4152989ac95a73ec4afde097/fde7b2df/QmZyiLXxYbNWAABiZvbe4sS4rupYjMdMQ52QbMuZyYJxEA),#31872F,Trooper,6.94,1.39,0.20,RC-1.39_RS-6.94_RT-0.2,"RC:1.39,RS:6.94,RT:0.2","tts_GreenTeatea-Trooper-46_{RC:1.39,RS:6.94,RT:0.2}",tts_GreenTeatea-Trooper-46_
45,#ebf2a7,PaPairmint,t_107.svg (https://v5.airtableusercontent.com/v1/15/15/1680681600000/svp-MU5tjBLLp0eVTvxkMQ/zxH58_SGVVwNVAa3RveSWjkMCUkGTone9QnOicEpkN3ZEor2RgnQLzFKDzCLzIg7adlgF48rqEpXiknJ2gr7_JEEsC4NBoMYjY-LOG3CwX8/AWbMGqwkDvV7Bp_OwbiiOEnp8780QAtTQKnnmqDBpDI),QmaG9JqF5XPEymHUzfkYnTy4QCdh336nd2WQNjuAMd6pop (https://dl.airtable.com/.attachments/6845bdc4060a72dce4505d217fd2d4fa/46c49df6/QmaG9JqF5XPEymHUzfkYnTy4QCdh336nd2WQNjuAMd6pop),#BFD65B,TotalRecalls,8.33,6.94,0.83,RC-6.94_RS-8.33_RT-0.83,"RC:6.94,RS:8.33,RT:0.83","tts_PaPairmint-TotalRecalls-45_{RC:6.94,RS:8.33,RT:0.83}",tts_PaPairmint-TotalRecalls-45_
44,#f9b4e4,WaterMelons,t_113.svg (https://v5.airtableusercontent.com/v1/15/15/1680681600000/fnrgyeIAHUrXvmdaaspj1g/rt7M4ESM5Ritor4sNPDfzgnEJRPRh_6-DAIXtmFwzB3RQUdMaY6a2C_zKNwN2pYWm0o3GFtjaV47s1v7QxLYTZiHrw8fIyXs72iQYfdKeC8/Oy8Me_LpKpOapc5ROyg48V5t9xcJoaKYS_Cit7LDhpo),QmS3rDGmq2oqNpLqP9jgNX1kknK9Ao38X3FL7mpzjRnQsQ (https://dl.airtable.com/.attachments/89beccaec9c3a9150c7f1a01f8e45806/1e3015ec/QmS3rDGmq2oqNpLqP9jgNX1kknK9Ao38X3FL7mpzjRnQsQ),#EF6EAA,Hypnotits,7.64,7.64,1.00,RC-7.64_RS-7.64_RT-1,"RC:7.64,RS:7.64,RT:1","tts_WaterMelons-Hypnotits-44_{RC:7.64,RS:7.64,RT:1}",tts_WaterMelons-Hypnotits-44_
43,#f9b4e4,WaterMelons,t_117.svg (https://v5.airtableusercontent.com/v1/15/15/1680681600000/j9hAdrF3e1c7v2L2BdrF8Q/XEiibP9nB8ydfS-mGKiA6L5VXThrePClaD8o2Xvqj7AqNnRHcjhl6pWEuzunPSPXsuj1tLL-dHvwI2xt8aic6zAT3WWlSg4jgMCf6OnEgBA/-p17PVyPrDttJ58YPhAnPRaHogy0i-xAENMOgLVPMng),QmS3rDGmq2oqNpLqP9jgNX1kknK9Ao38X3FL7mpzjRnQsQ (https://dl.airtable.com/.attachments/89beccaec9c3a9150c7f1a01f8e45806/1e3015ec/QmS3rDGmq2oqNpLqP9jgNX1kknK9Ao38X3FL7mpzjRnQsQ),#EF6EAA,Perkies,10.42,7.64,0.73,RC-7.64_RS-10.42_RT-0.73,"RC:7.64,RS:10.42,RT:0.73","tts_WaterMelons-Perkies-43_{RC:7.64,RS:10.42,RT:0.73}",tts_WaterMelons-Perkies-43_
42,#eacece,CocoNaugthy,t_32.svg (https://v5.airtableusercontent.com/v1/15/15/1680681600000/Ot16X7nPtfDqnn6LU1kHFg/eL6BQvOvHgdbDJHQoXiF-XQ2kBWk38IUrP3vacIKHFGoMOsbwzQpG8psUMe9_oealdDdplAZeEzM_79jnrD8Xg/7PNGoxhLxlS_C60bhQt0VHNsFNSS-SKxirMFPvT1j0w),QmSfZtwMCQ1nF2xt8vM3FDJudgw6uNwR6fdkuAn6hQ5cKS (https://dl.airtable.com/.attachments/ba3095af1bb3382da6d8d18c31c7483a/a51854b3/QmSfZtwMCQ1nF2xt8vM3FDJudgw6uNwR6fdkuAn6hQ5cKS),#D6AAAA,Vintties,7.64,8.33,1.09,RC-8.33_RS-7.64_RT-1.09,"RC:8.33,RS:7.64,RT:1.09","tts_CocoNaugthy-Vintties-42_{RC:8.33,RS:7.64,RT:1.09}",tts_CocoNaugthy-Vintties-42_
41,#ffd8bd,PeCans,t_92.svg (https://v5.airtableusercontent.com/v1/15/15/1680681600000/XAYo4L_zQrxiciqdhk7n8w/AF1hTqhooIa83-tEHLBpzpyg9bk5N38XJvcB36dDHbWwBnXh7RKS--UjyF5p__7FNo3d7IWpTcct6uijHpwazg/ZBQIW6s6aZuf_vzaN5CiCn4oBnClXgnlDpq6S4VmIp4),QmQ8LZK6kYaw3dSdn8HUBBWieYwgKax1j1PAjcW72J8Z9B (https://dl.airtable.com/.attachments/648e65cf5b832a946ef16fb62b1ceecd/8f81d9c0/QmQ8LZK6kYaw3dSdn8HUBBWieYwgKax1j1PAjcW72J8Z9B),#b7896a,HolyMels,8.33,6.94,0.83,RC-6.94_RS-8.33_RT-0.83,"RC:6.94,RS:8.33,RT:0.83","tts_PeCans-HolyMels-41_{RC:6.94,RS:8.33,RT:0.83}",tts_PeCans-HolyMels-41_
40,#f9b4e4,WaterMelons,t_119.svg (https://v5.airtableusercontent.com/v1/15/15/1680681600000/rqsXbb17pIG2fVD3_hJsAg/u6YTSEb4MFc1yZqL_FjaqKXD1zg97Dsuh-LpQWCjh5kZlH4av2tKLzmw5nR69FRYPn66M29FRIsDZIOeRAmRNnFkHQRgvrW2JPc22Nf0LAU/2mkNeQvH5aH3XJBlVnO1PR14GnSssuj1mQ5wGFT4POs),QmS3rDGmq2oqNpLqP9jgNX1kknK9Ao38X3FL7mpzjRnQsQ (https://dl.airtable.com/.attachments/89beccaec9c3a9150c7f1a01f8e45806/1e3015ec/QmS3rDGmq2oqNpLqP9jgNX1kknK9Ao38X3FL7mpzjRnQsQ),#EF6EAA,Shaggies,6.94,7.64,1.10,RC-7.64_RS-6.94_RT-1.1,"RC:7.64,RS:6.94,RT:1.1","tts_WaterMelons-Shaggies-40_{RC:7.64,RS:6.94,RT:1.1}",tts_WaterMelons-Shaggies-40_
39,#ebf2a7,PaPairmint,t_105.svg (https://v5.airtableusercontent.com/v1/15/15/1680681600000/0wuOTmv0SbCxfo42KqFBIA/ICV4pkn2UbWrt1ZXDPKFQX-TFSDaxGCBqH-8ssFRmV76uHRTQ2upaL7u80SBsXp5wXDBXPe6gN-dxEELzoZmJH9s_sPqycZo4nQrfp2Z3ZI/LqlyFW3r6XcoB8CQQL4cG1MztbNeZOiAIKNrQ-KIRNk),QmaG9JqF5XPEymHUzfkYnTy4QCdh336nd2WQNjuAMd6pop (https://dl.airtable.com/.attachments/6845bdc4060a72dce4505d217fd2d4fa/46c49df6/QmaG9JqF5XPEymHUzfkYnTy4QCdh336nd2WQNjuAMd6pop),#BFD65B,Oh Buoys,8.33,6.94,0.83,RC-6.94_RS-8.33_RT-0.83,"RC:6.94,RS:8.33,RT:0.83","tts_PaPairmint-Oh Buoys-39_{RC:6.94,RS:8.33,RT:0.83}",tts_PaPairmint-Oh Buoys-39_
38,#ffd8bd,PeCans,t_94.svg (https://v5.airtableusercontent.com/v1/15/15/1680681600000/67k_pTHIOkIyMCzErHKRcQ/c32sdEA6mDGzOd853lY_-TqRAm9wjrdvylqKMOtgA3TbwoRC3CoUVZSrPB-bm-dDp8AuxbUtXa2navIygFhaVg/ZmY6rMqyc40Yama_S4s8ln-kbtua8L4lu-PBdS5zM8o),QmQ8LZK6kYaw3dSdn8HUBBWieYwgKax1j1PAjcW72J8Z9B (https://dl.airtable.com/.attachments/648e65cf5b832a946ef16fb62b1ceecd/8f81d9c0/QmQ8LZK6kYaw3dSdn8HUBBWieYwgKax1j1PAjcW72J8Z9B),#b7896a,TotalRecalls,8.33,6.94,0.83,RC-6.94_RS-8.33_RT-0.83,"RC:6.94,RS:8.33,RT:0.83","tts_PeCans-TotalRecalls-38_{RC:6.94,RS:8.33,RT:0.83}",tts_PeCans-TotalRecalls-38_
37,#ffd8bd,PeCans,t_100.svg (https://v5.airtableusercontent.com/v1/15/15/1680681600000/Shm7aSvRPTMTu2E8hMSRyw/nMNJZcxzZ0FNXDF_GtGoSoriC5XldqSdfQzDxOpO49HPdKUpUEWfiHt-9IyAB_MTvvE2MiZV-UoM9XT3Sz9g6bLrilGBLKsmG4_eqflxfF0/6w9UsAUWHJjHoeek0M5o8gpJ8SjWjErrTumPB_ZfC6c),QmQ8LZK6kYaw3dSdn8HUBBWieYwgKax1j1PAjcW72J8Z9B (https://dl.airtable.com/.attachments/648e65cf5b832a946ef16fb62b1ceecd/8f81d9c0/QmQ8LZK6kYaw3dSdn8HUBBWieYwgKax1j1PAjcW72J8Z9B),#b7896a,Artemis,12.50,6.94,0.56,RC-6.94_RS-12.5_RT-0.56,"RC:6.94,RS:12.5,RT:0.56","tts_PeCans-Artemis-37_{RC:6.94,RS:12.5,RT:0.56}",tts_PeCans-Artemis-37_
36,#eacece,CocoNaugthy,t_33.svg (https://v5.airtableusercontent.com/v1/15/15/1680681600000/F-hkSUNu8_5sS2Ff_8s8EA/B-0XVe2WNLYsiUnmAzVpFl4VSRNdxH6QDqYvuH82LHbxzxqu8d_dSSBLgZ2YGdsMr9d_32xEks8ooCrpTGlf0Q/B4GuKy6qlQUxcZ2CbjGsuFU8e037gaNMk0C7ICOEhoo),QmSfZtwMCQ1nF2xt8vM3FDJudgw6uNwR6fdkuAn6hQ5cKS (https://dl.airtable.com/.attachments/ba3095af1bb3382da6d8d18c31c7483a/a51854b3/QmSfZtwMCQ1nF2xt8vM3FDJudgw6uNwR6fdkuAn6hQ5cKS),#D6AAAA,HolyMels,8.33,8.33,1.00,RC-8.33_RS-8.33_RT-1,"RC:8.33,RS:8.33,RT:1","tts_CocoNaugthy-HolyMels-36_{RC:8.33,RS:8.33,RT:1}",tts_CocoNaugthy-HolyMels-36_
35,#f9cdaf,CupCakes,t_131.svg (https://v5.airtableusercontent.com/v1/15/15/1680681600000/FPWfaNxQCxxU6TDVg6mzdA/6CgWtSaXsMbEwwviMxJWg9j_rSgEp9Jx_Eayr05vMp0IlTS7kbz7_S1-zgd8WrbTM_6TYlm5tbI2EcuKPcewHOcChm-BGB2CXBA_RZDLwFY/id_s3PbE6C3w2Cn5C7VkV-D7_BraDiShrx0X8PXHGZ4),QmZ3o3GukiJNgiLon4D84FjmepyGBtJ3Wc4c1Ed46iZoSL (https://dl.airtable.com/.attachments/b5efab95eb96c8e64079b7ac4af01eef/e6c17ccf/QmZ3o3GukiJNgiLon4D84FjmepyGBtJ3Wc4c1Ed46iZoSL),#E29764,Spades,8.33,8.33,1.00,RC-8.33_RS-8.33_RT-1,"RC:8.33,RS:8.33,RT:1","tts_CupCakes-Spades-35_{RC:8.33,RS:8.33,RT:1}",tts_CupCakes-Spades-35_
34,#ffe1b6,TataColadas,t_77.svg (https://v5.airtableusercontent.com/v1/15/15/1680681600000/tqQvMvyPsLVxZor1IuaQxg/2QR5kTmSnEI-DANrMiJYSQ9zWrQNsstnk6jA5LA57bFCnxd9mmWiCwCu4IvzSjIMY7aXtS4G5YXvPEvJcFHr4A/1ypnSerz4WhNgbamjuYZM0IjbiCjX9_O-tI5SLQzwPQ),Qmb1ZKoLFtBkyMHzP8Hx5To7pSiBww2K6oxNmLmyBjra4m (https://dl.airtable.com/.attachments/d3ec99a7946dd75cda147557d3e4c343/9a024460/Qmb1ZKoLFtBkyMHzP8Hx5To7pSiBww2K6oxNmLmyBjra4m),#F9C87A,Buffies,6.25,7.64,1.22,RC-7.64_RS-6.25_RT-1.22,"RC:7.64,RS:6.25,RT:1.22","tts_TataColadas-Buffies-34_{RC:7.64,RS:6.25,RT:1.22}",tts_TataColadas-Buffies-34_
33,#ebf2a7,PaPairmint,t_109.svg (https://v5.airtableusercontent.com/v1/15/15/1680681600000/2MTlVPBetHHzQY00MqOKoQ/gAYv-xx6GIWNO64XPp_EEE48QnByDS1hAYutfboZ7y6IL-DAjx5c8Cjq6E_eCUQbunx-mwHva0i4FxQzW9GnaTM3onrGDsOMREyZbhznf8A/FhbmSCIU1_EC-_SGW3v5CrIfp-WZC4Vv0Rtz8qBRTdk),QmaG9JqF5XPEymHUzfkYnTy4QCdh336nd2WQNjuAMd6pop (https://dl.airtable.com/.attachments/6845bdc4060a72dce4505d217fd2d4fa/46c49df6/QmaG9JqF5XPEymHUzfkYnTy4QCdh336nd2WQNjuAMd6pop),#BFD65B,HolyMels,8.33,6.94,0.83,RC-6.94_RS-8.33_RT-0.83,"RC:6.94,RS:8.33,RT:0.83","tts_PaPairmint-HolyMels-33_{RC:6.94,RS:8.33,RT:0.83}",tts_PaPairmint-HolyMels-33_
32,#ffd8bd,PeCans,t_93.svg (https://v5.airtableusercontent.com/v1/15/15/1680681600000/okjazPezTBybBvcuWgpWsg/eIJsV1F05zhGMrMsxGXUCnyJi7It9zlPYvID-ea3_dBS9UHQzWjBcpQAwS_qKGFQK_vkUi3JzEWG7Q0qlhnLdw/ejVYNx6F-auc4AibjR6p9sI4vlbdvMbfOAYgqZ9mRaY),QmQ8LZK6kYaw3dSdn8HUBBWieYwgKax1j1PAjcW72J8Z9B (https://dl.airtable.com/.attachments/648e65cf5b832a946ef16fb62b1ceecd/8f81d9c0/QmQ8LZK6kYaw3dSdn8HUBBWieYwgKax1j1PAjcW72J8Z9B),#b7896a,Vintties,7.64,6.94,0.91,RC-6.94_RS-7.64_RT-0.91,"RC:6.94,RS:7.64,RT:0.91","tts_PeCans-Vintties-32_{RC:6.94,RS:7.64,RT:0.91}",tts_PeCans-Vintties-32_
31,#f9cdaf,CupCakes,t_129.svg (https://v5.airtableusercontent.com/v1/15/15/1680681600000/PT3D9YlOC5I7W0veV3NX5Q/zvUWluxsKi1osZ0VLD-MuTXhk9jkdU_Ss3gAC5RAjA_-xJAVwZG1Hq5kJEuWw4io3ucqP5NJLJkbs6QDDQQEoWNHN8T_xBvLZGLoc8UIMQA/K5eDdIvYDHzOET9FYIi8Dx5aDY8RXQwTT5a3aYGcjHM),QmZ3o3GukiJNgiLon4D84FjmepyGBtJ3Wc4c1Ed46iZoSL (https://dl.airtable.com/.attachments/b5efab95eb96c8e64079b7ac4af01eef/e6c17ccf/QmZ3o3GukiJNgiLon4D84FjmepyGBtJ3Wc4c1Ed46iZoSL),#E29764,Oh Buoys,8.33,8.33,1.00,RC-8.33_RS-8.33_RT-1,"RC:8.33,RS:8.33,RT:1","tts_CupCakes-Oh Buoys-31_{RC:8.33,RS:8.33,RT:1}",tts_CupCakes-Oh Buoys-31_
30,#ff9a9f,CherryBosoms,t_144.svg (https://v5.airtableusercontent.com/v1/15/15/1680681600000/FDrUBcy9Gp6J5_Q_bjo1ow/DQAPY7LjhpHTe00CTcQqsjvkz-FLchoHDOSpMODVRBv3_L89kcnqgHFhYlTHYtqpGPDOktk-tRw3AYeL7OGKaE7Ttxv-_LAkarkEcnhib0w/idA4jBkauiIEju-w-PziiIe5NT1QKOhAG2KYUcm7pFo),Qmb39mH5yMiQ7FzjYsLroiTpzNybhqERSUXk9kCwDsi63c (https://dl.airtable.com/.attachments/2778796d9f23ca2d6b20c2563674842b/acbdfb0b/Qmb39mH5yMiQ7FzjYsLroiTpzNybhqERSUXk9kCwDsi63c),#891946,Hoots,8.33,6.25,0.75,RC-6.25_RS-8.33_RT-0.75,"RC:6.25,RS:8.33,RT:0.75","tts_CherryBosoms-Hoots-30_{RC:6.25,RS:8.33,RT:0.75}",tts_CherryBosoms-Hoots-30_
